Author,Study_ID,Effect_Size_ID,Study_Country,Study_Region,Biome,Study_System,Verts_Inverts_Plants,Verts_Inverts_Plants_Without_Pests,Animals_Plants,Functional_Groups,Orders,Taxa_Category_2,Biodiversity_Category,Heterogeneity_Measure,Heterogeneity_Mesure_Fine,Heterogeneity_Type,Heterogeneity,Heterogeneity_Type_L_C,Pearson_Correlation,Sample_Size,Scale,Crop_Cover_Mean,Article_Tittle 
Holzschuh et al. (2016),p14,sub1830,Netherlands,"Achterhoek, Salland",Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,SWDiversity,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.08932902,13,3000_m_R,66.10846,Mass-flowering crops dilute pollinator abundance in agricultural landscapes across Europe
Holzschuh et al. (2016),p14,sub1831,Netherlands,"Achterhoek, Salland",Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.2402438,13,3000_m_R,66.10846,Mass-flowering crops dilute pollinator abundance in agricultural landscapes across Europe
Holzschuh et al. (2016),p14,sub1832,Netherlands,"Achterhoek, Salland",Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.2347225,13,3000_m_R,66.10846,Mass-flowering crops dilute pollinator abundance in agricultural landscapes across Europe
Thies et al. (2005),p62,sub1833,Germany,"Lower Saxony, North Germany",Temperate,Wheat,Invertebrates,NA,NA,Pests,Hemiptera,Aphid,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.1230359,39,100_m_R,92.27315,The landscape context of cereal aphid–parasitoid interactions
Thies et al. (2005),p62,sub1834,Germany,"Lower Saxony, North Germany",Temperate,Wheat,Invertebrates,NA,NA,Pests,Hemiptera,Aphid,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.02749467,39,250_m_R,82.57682,The landscape context of cereal aphid–parasitoid interactions
Thies et al. (2005),p62,sub1835,Germany,"Lower Saxony, North Germany",Temperate,Wheat,Invertebrates,NA,NA,Pests,Hemiptera,Aphid,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.08447424,39,500_m_R,73.35679,The landscape context of cereal aphid–parasitoid interactions
Thies et al. (2005),p62,sub1836,Germany,"Lower Saxony, North Germany",Temperate,Wheat,Invertebrates,NA,NA,Pests,Hemiptera,Aphid,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.2210393,39,1000_m_R,69.49475,The landscape context of cereal aphid–parasitoid interactions
Thies et al. (2005),p62,sub1837,Germany,"Lower Saxony, North Germany",Temperate,Wheat,Invertebrates,NA,NA,Pests,Hemiptera,Aphid,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.009566047,39,2000_m_R,63.8838,The landscape context of cereal aphid–parasitoid interactions
Thies et al. (2005),p62,sub1838,Germany,"Lower Saxony, North Germany",Temperate,Wheat,Invertebrates,NA,NA,Pests,Hemiptera,Aphid,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1037314,39,3000_m_R,59.0004,The landscape context of cereal aphid–parasitoid interactions
Sutter et al. (2018),p63,sub1839,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,SWDiversity,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.0909428,72,100_m_R,78.9768,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1840,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1381649,72,100_m_R,78.9768,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1841,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1607352,72,100_m_R,78.9768,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1842,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,SWDiversity,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.2648584,72,250_m_R,72.55129,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1843,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.2944533,72,250_m_R,72.55129,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1844,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1120767,72,250_m_R,72.55129,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1845,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,SWDiversity,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.2254353,72,500_m_R,63.9055,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1846,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.3161878,72,500_m_R,63.9055,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1847,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1341047,72,500_m_R,63.9055,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1848,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,SWDiversity,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.2134287,72,1000_m_R,48.70358,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1849,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.2955951,72,1000_m_R,48.70358,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1850,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Hymenoptera,Bees,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1472051,72,1000_m_R,48.70358,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1851,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,SWDiversity,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1687606,72,100_m_R,78.9768,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1852,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1504541,72,100_m_R,78.9768,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1853,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.2521223,72,100_m_R,78.9768,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1854,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,SWDiversity,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.01374191,72,250_m_R,72.55129,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1855,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.040693,72,250_m_R,72.55129,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1856,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.3203544,72,250_m_R,72.55129,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1857,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,SWDiversity,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1512189,72,500_m_R,63.9055,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1858,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1701178,72,500_m_R,63.9055,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1859,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.3058644,72,500_m_R,63.9055,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1860,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,SWDiversity,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.02094695,72,1000_m_R,48.70358,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1861,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.01851435,72,1000_m_R,48.70358,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1862,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Pollinators,Diptera,Hoverflies,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1946602,72,1000_m_R,48.70358,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1863,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.08758534,72,100_m_R,78.9768,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1864,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.04943943,72,100_m_R,78.9768,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1865,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.1516377,72,100_m_R,78.9768,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1866,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.05647749,72,250_m_R,72.55129,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1867,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.0196098,72,250_m_R,72.55129,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1868,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.09935133,72,250_m_R,72.55129,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1869,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.01353363,72,500_m_R,63.9055,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1870,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.03913654,72,500_m_R,63.9055,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1871,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.0186203,72,500_m_R,63.9055,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1872,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,SWDiversity,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,-0.06148903,72,1000_m_R,48.70358,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1873,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Richness,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.04544107,72,1000_m_R,48.70358,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
Sutter et al. (2018),p63,sub1874,Switzerland,Zurich,Temperate,Oilseed rape,Invertebrates,Invertebrates,Animals,Predators,Coleoptera,Carabid_beetles,Abundance,ED,Edge Density,Landscape_Configurational_het,Configurational_het,Landscape_het,0.1113548,72,1000_m_R,48.70358,Landscape greening and local creation of wildflower strips and hedgerows promote multiple ecosystem services
